"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1983","1983",67.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1984","1984",67.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1985","1985",68.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1986","1986",68.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1987","1987",68.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1988","1988",68.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1989","1989",68.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1990","1990",69.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1991","1991",69.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1992","1992",69.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1993","1993",69.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1994","1994",69.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1995","1995",70,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1996","1996",70.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1997","1997",70.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1998","1998",70.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","1999","1999",71.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2000","2000",71.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2001","2001",72.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2002","2002",72.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2003","2003",73.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2004","2004",73.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2005","2005",73.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2006","2006",74.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2007","2007",74.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2008","2008",74.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2009","2009",74.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2010","2010",75,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2011","2011",75.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2012","2012",75.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2013","2013",75.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2014","2014",75.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","CHN","China (People's Republic of)","2015","2015",76,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1960","1960",73.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1961","1961",73.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1962","1962",73.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1963","1963",73.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1964","1964",74.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1965","1965",74.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1966","1966",74.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1967","1967",74.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1968","1968",74.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1969","1969",74.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1970","1970",74.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1971","1971",74.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1972","1972",74.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1973","1973",74.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1974","1974",75.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1975","1975",74.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1976","1976",74.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1977","1977",74.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1978","1978",74.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1979","1979",74.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1980","1980",74.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1981","1981",74.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1982","1982",74.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1983","1983",74.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1984","1984",74.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1985","1985",74.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1986","1986",75.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1987","1987",75.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1988","1988",75,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1989","1989",74.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1990","1990",74.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1991","1991",75,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1992","1992",74.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1993","1993",74,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1994","1994",72.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1995","1995",74.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1996","1996",75.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1997","1997",75.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1998","1998",75.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","1999","1999",76.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2000","2000",76.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2001","2001",76.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2002","2002",77.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2003","2003",77.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2004","2004",78,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2005","2005",78.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2006","2006",78.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2007","2007",78.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2008","2008",79.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2009","2009",80.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2010","2010",80.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2011","2011",81.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2012","2012",81.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2013","2013",81.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2014","2014",81.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2015","2015",82.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","EST","Estonia","2016","2016",82.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1960","1960",64.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1961","1961",65.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1962","1962",65.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1963","1963",65.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1964","1964",66.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1965","1965",66.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1966","1966",66.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1967","1967",66.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1968","1968",65.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1969","1969",65.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1970","1970",65.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1971","1971",65.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1972","1972",65.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1973","1973",66.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1974","1974",65.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1975","1975",65,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1976","1976",64.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1977","1977",64.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1978","1978",64.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1979","1979",64.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1980","1980",64.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1981","1981",64.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1982","1982",64.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1983","1983",64.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1984","1984",64.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1985","1985",64.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1986","1986",66.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1987","1987",66.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1988","1988",66.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1989","1989",65.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1990","1990",64.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1991","1991",64.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1992","1992",63.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1993","1993",62.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1994","1994",60.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1995","1995",61.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1996","1996",64.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1997","1997",64.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1998","1998",63.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","1999","1999",65,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2000","2000",65.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2001","2001",65.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2002","2002",65.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2003","2003",66.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2004","2004",66.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2005","2005",67.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2006","2006",67.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2007","2007",67.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2008","2008",68.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2009","2009",70,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2010","2010",70.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2011","2011",71.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2012","2012",71.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2013","2013",72.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2014","2014",72.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2015","2015",73.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","EST","Estonia","2016","2016",73.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1960","1960",68.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1961","1961",69.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1962","1962",69.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1963","1963",69.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1964","1964",70.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1965","1965",70.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1966","1966",70.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1967","1967",70.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1968","1968",70.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1969","1969",69.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1970","1970",70,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1971","1971",70.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1972","1972",70.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1973","1973",70.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1974","1974",70.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1975","1975",69.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1976","1976",69.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1977","1977",69.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1978","1978",69.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1979","1979",69.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1980","1980",69.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1981","1981",69.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1982","1982",69.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1983","1983",69.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1984","1984",69.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1985","1985",69.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1986","1986",70.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1987","1987",70.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1988","1988",70.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1989","1989",70.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1990","1990",69.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1991","1991",69.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1992","1992",69.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1993","1993",68.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1994","1994",66.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1995","1995",67.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1996","1996",69.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1997","1997",70.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1998","1998",69.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","1999","1999",70.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2000","2000",71,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2001","2001",70.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2002","2002",71.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2003","2003",71.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2004","2004",72.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2005","2005",72.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2006","2006",73.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2007","2007",73.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2008","2008",74.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2009","2009",75.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2010","2010",75.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2011","2011",76.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2012","2012",76.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2013","2013",77.3,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2014","2014",77.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2015","2015",77.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","EST","Estonia","2016","2016",77.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1960","1960",40.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1961","1961",41,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1962","1962",41.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1963","1963",42.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1964","1964",43,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1965","1965",43.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1966","1966",44.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1967","1967",45,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1968","1968",45.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1969","1969",46.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1970","1970",47.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1971","1971",47.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1972","1972",48.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1973","1973",49.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1974","1974",50.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1975","1975",50.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1976","1976",51.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1977","1977",52.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1978","1978",52.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1979","1979",53.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1980","1980",54,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1981","1981",54.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1982","1982",54.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1983","1983",55.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1984","1984",55.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1985","1985",56,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1986","1986",56.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1987","1987",56.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1988","1988",57.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1989","1989",57.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1990","1990",58.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1991","1991",58.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1992","1992",59.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1993","1993",60,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1994","1994",60.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1995","1995",61.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1996","1996",61.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1997","1997",62.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1998","1998",62.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","1999","1999",63.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2000","2000",63.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2001","2001",63.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2002","2002",64.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2003","2003",64.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2004","2004",65,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2005","2005",65.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2006","2006",65.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2007","2007",66.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2008","2008",66.8,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2009","2009",67.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2010","2010",67.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2011","2011",68.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2012","2012",68.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2013","2013",69.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2014","2014",69.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IND","India","2015","2015",69.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1960","1960",41.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1961","1961",42.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1962","1962",43.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1963","1963",43.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1964","1964",44.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1965","1965",45,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1966","1966",45.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1967","1967",46.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1968","1968",47,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1969","1969",47.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1970","1970",48.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1971","1971",48.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1972","1972",49.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1973","1973",50.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1974","1974",50.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1975","1975",51.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1976","1976",51.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1977","1977",52.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1978","1978",52.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1979","1979",53.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1980","1980",53.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1981","1981",54.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1982","1982",54.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1983","1983",55,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1984","1984",55.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1985","1985",55.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1986","1986",56.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1987","1987",56.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1988","1988",56.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1989","1989",57.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1990","1990",57.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1991","1991",58,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1992","1992",58.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1993","1993",58.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1994","1994",59.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1995","1995",59.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1996","1996",60.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1997","1997",60.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1998","1998",61,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","1999","1999",61.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","2000","2000",61.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","2001","2001",62.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","2002","2002",62.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","IND","India","2003","2003",62.9,,
